subject,text,sentiment,priority,category
"Liquidación de stock - Precios únicos","Gran liquidación de fin de temporada con precios irrepetibles. Stock limitado de productos de alta calidad con descuentos de hasta 60%. Primera semana de enero únicamente. ¡Las mejores marcas a precios de outlet!","positivo","media","comercial"
"Programa de referidos - Gana con tus amigos","Presenta a tus amigos y familiares y gana créditos por cada nueva suscripción. Por cada referido que se registre, tú recibes 25 euros en crédito para usar en cualquier compra. Sin límite de referidos.","positivo","media","comercial"
"Curso gratuito: Maximiza tu productividad","Inscríbete gratis a nuestro curso online sobre productividad empresarial. 4 sesiones de 2 horas cada una, certificado incluido. Aprende técnicas probadas de los mejores consultores del sector. Plazas limitadas.","neutro","baja","comercial"
"Prueba gratuita de 30 días - Sin compromiso","Prueba nuestro servicio premium completamente gratis durante 30 días. Sin permanencia, sin letra pequeña. Si no quedas satisfecho, cancela cuando quieras. Incluye todas las funcionalidades premium sin restricciones.","neutro","media","comercial"
"Oferta especial Día de la Madre","Celebra el Día de la Madre con nuestros packs especiales diseñados especialmente para la ocasión. Envío gratuito, envoltorio de regalo incluido y tarjeta personalizada. Haz de este día algo realmente especial.","positivo","media","comercial"
"Webinar exclusivo sobre tendencias 2024","Únete a nuestro webinar exclusivo donde expertos internacionales compartirán las principales tendencias para 2024. Sesión de networking virtual incluida. Regístrate gratis y recibe el material de apoyo en PDF.","neutro","baja","comercial"
"Membresía premium con beneficios exclusivos","Únete a nuestro club premium y disfruta de envíos express gratuitos, soporte prioritario 24/7, descuentos especiales en productos seleccionados y acceso anticipado a lanzamientos. Primera cuota 50% descuento.","positivo","media","comercial"
"Concurso: Gana un viaje para dos personas","Participa en nuestro concurso de aniversario y gana un viaje todo incluido para dos personas al destino de tu elección. Solo tienes que seguirnos en redes sociales y compartir tu experiencia con nosotros. ¡Suerte!","positivo","baja","comercial"
"Bundle especial: 3 productos por el precio de 2","Oferta limitada: llévate 3 productos de nuestra línea bestseller por el precio de solo 2. Perfecta combinación de calidad y precio. Ideal para empresas que buscan equipar múltiples oficinas o departamentos.","positivo","media","comercial"
"Recordatorio: Tu descuento caduca mañana","Te recordamos que tu descuento especial del 20% caduca mañana a medianoche. No dejes pasar esta oportunidad única de adquirir los productos que tienes en tu lista de deseos con un precio excepcional.","neutro","media","comercial"
"Servicio técnico deficiente - Requiero solución inmediata","Estoy extremadamente molesto con el pésimo servicio que he recibido. Llevo 3 días sin internet y nadie me da una solución concreta. Esto es inaceptable y necesito que se resuelva HOY mismo. Mi trabajo depende de esta conexión.","negativo","alta","queja"
"URGENTE - Producto defectuoso y mal servicio al cliente","El producto que compré llegó dañado y cuando llamé para reclamar me trataron de manera muy grosera. Exijo una solución inmediata y una compensación por las molestias causadas. Esto es inadmisible.","negativo","alta","queja"
"Cobro indebido - Exijo devolución inmediata","Me han cobrado servicios que nunca contraté. Esto es un fraude y necesito que me devuelvan mi dinero ahora mismo. Estoy muy decepcionado con esta empresa y su falta de transparencia.","negativo","alta","queja"
"Falla crítica del sistema - Perdí información importante","Su sistema falló y perdí datos críticos de mi trabajo. Esto me ha causado pérdidas económicas significativas. Necesito una solución urgente y una explicación de cómo van a compensar este daño.","negativo","alta","queja"
"Personal poco profesional - Trato discriminatorio","El empleado que me atendió mostró una actitud discriminatoria e irrespetuosa que es completamente inaceptable. Exijo que se tomen medidas disciplinarias inmediatas contra esta persona. Esto no puede volver a suceder.","negativo","alta","queja"
"Retraso excesivo en entrega - Cliente muy molesto","Prometieron entregar mi pedido hace una semana y sigo sin recibirlo. Sus excusas son patéticas y su falta de profesionalismo es evidente. Necesito una solución ahora o cancelaré definitivamente mi pedido.","negativo","alta","queja"
"Facturación incorrecta por tercer mes consecutivo","Por tercera vez consecutiva recibo una factura con errores. Esto demuestra la incompetencia total de su departamento contable. Exijo que corrijan todos los errores y me compensen por las molestias.","negativo","alta","queja"
"Sistema de pagos caído - Pérdidas económicas","Su sistema de pagos lleva caído todo el día impidiendo que procese los pagos de mis clientes. Esto me está causando pérdidas económicas directas. Necesito una solución inmediata y compensación.","negativo","alta","queja"
"Cancelación abrupta de servicio sin previo aviso","Cancelaron mi servicio sin avisar previamente, dejándome sin conexión en medio de una presentación importante. Esta falta de profesionalismo es inaceptable y ha dañado mi reputación profesional.","negativo","alta","queja"
"Atención telefónica grosera e incompetente","La persona que me atendió por teléfono fue extremadamente grosera e incompetente. No sabía responder mis preguntas básicas y me colgó sin resolver nada. Exijo hablar con un supervisor inmediatamente.","negativo","alta","queja"
"Aplicación móvil con errores constantes","Su aplicación móvil tiene errores constantes que hacen muy difícil su uso. Es muy frustrante intentar realizar operaciones básicas y que fallen repetidamente. Necesitan mejorar urgentemente la app.","negativo","media","queja"
"Horarios de atención muy limitados","Los horarios de atención son muy limitados y no se ajustan a las necesidades de los clientes. Es frustrante no poder contactarlos cuando se necesita. Deberían ampliar el horario de servicio.","negativo","media","queja"
"Política de devoluciones muy restrictiva","Su política de devoluciones es extremadamente restrictiva y poco favorable para el cliente. Me parece injusta y poco competitiva comparada con otras empresas del sector.","negativo","baja","queja"
"Instalación de emergencia - Corte de suministro eléctrico","Tengo un corte de suministro eléctrico que afecta mi negocio. Necesito una instalación de emergencia lo antes posible para evitar mayores pérdidas. Por favor contacten conmigo inmediatamente.","neutro","alta","solicitud"
"Reparación urgente de equipo crítico","Mi equipo principal de trabajo se ha averiado y necesito una reparación urgente. Sin este equipo no puedo continuar con mis actividades laborales. Requiero asistencia técnica inmediata.","neutro","alta","solicitud"
"Solicitud urgente de documentación legal","Necesito que me proporcionen urgentemente la documentación legal relacionada con mi contrato. La requiero para un trámite que vence mañana y es crítico para mi empresa.","neutro","alta","solicitud"
"Cambio urgente de datos bancarios","Por motivos de seguridad necesito cambiar urgentemente mis datos bancarios en el sistema. Mi cuenta actual ha sido comprometida y debo actualizar la información lo antes posible.","neutro","alta","solicitud"
"Activación inmediata de servicio suspendido","Mi servicio ha sido suspendido por error del sistema. Necesito que lo reactiven inmediatamente porque dependo de él para mi trabajo diario. Ya he verificado que todos mis pagos están al día.","neutro","alta","solicitud"
"Solicitud de reunión urgente con gerencia","Necesito programar una reunión urgente con la gerencia para discutir un tema importante relacionado con mi contrato. Es un asunto que requiere atención inmediata de la alta dirección.","neutro","alta","solicitud"
"Transferencia urgente de servicios","Por mudanza necesito transferir urgentemente todos mis servicios a la nueva dirección. El traslado es inminente y requiero que los servicios estén activos desde el primer día.","neutro","alta","solicitud"
"Solicitud de información técnica especializada","Requiero información técnica detallada sobre las especificaciones de su producto para evaluar su compatibilidad con mi sistema actual. Necesito estos datos para tomar una decisión de compra.","neutro","baja","solicitud"
"Consulta sobre proceso de registro","Me gustaría conocer los pasos exactos para completar el proceso de registro en su plataforma. ¿Podrían enviarme una guía detallada o indicarme dónde puedo encontrar esta información?","neutro","baja","solicitud"
"Solicitud de catálogo de productos","Estoy interesado en conocer su gama completa de productos. ¿Podrían enviarme un catálogo actualizado con precios y especificaciones? Me interesa especialmente la línea premium.","neutro","baja","solicitud"
"Información sobre políticas de empresa","Me gustaría recibir información detallada sobre sus políticas de privacidad, términos de servicio y condiciones generales. Necesito revisar estos documentos antes de proceder con mi solicitud.","neutro","baja","solicitud"
"Consulta sobre compatibilidad de servicios","Tengo dudas sobre si sus servicios son compatibles con mi configuración actual. ¿Podrían proporcionarme información técnica para verificar la compatibilidad antes de contratar?","neutro","baja","solicitud"
"¡Oferta flash de fin de semana!","¡Solo por este fin de semana! Todos nuestros productos electrónicos con descuentos de hasta el 40%. Aprovecha esta oportunidad única y renueva tu tecnología al mejor precio. ¡Las mejores marcas te esperan!","positivo","media","comercial"
"Nueva colección primavera - Descuentos especiales","Te presentamos nuestra nueva colección de primavera con diseños exclusivos y materiales de primera calidad. Como cliente preferencial, tienes acceso a descuentos especiales del 25% en toda la línea.","positivo","media","comercial"
"Liquidación total de inventario","¡Liquidamos todo nuestro inventario de temporada! Precios nunca vistos en productos de alta gama. Esta es tu oportunidad de adquirir artículos premium a precios increíbles. ¡Últimas unidades disponibles!","positivo","media","comercial"
"Programa de puntos y recompensas","Únete a nuestro programa de fidelización y acumula puntos con cada compra. Canjea tus puntos por descuentos, productos gratuitos y beneficios exclusivos. ¡Mientras más compres, más ahorras!","positivo","media","comercial"
"Lanzamiento producto revolucionario","Te presentamos nuestro producto más innovador que revolucionará tu forma de trabajar. Con tecnología de vanguardia y diseño ergonómico, es la herramienta perfecta para profesionales exigentes como tú.","positivo","media","comercial"
"Asistencia técnica lenta","Buenos días, he estado intentando contactar con el soporte técnico desde hace dos días debido a un error en la plataforma, pero no he recibido una solución concreta aún. Me preocupa que esta demora afecte nuestros procesos. Agradecería una pronta respuesta.","negativo","media","queja"
"Solicitud de detalles adicionales para propuesta","Hola, hemos revisado su propuesta y requerimos información adicional sobre tiempos de implementación y condiciones de soporte postventa. Por favor, envíen estos detalles para poder continuar con el análisis.","neutro","media","solicitud"
"Promoción por aniversario disponible solo esta semana","En el marco de nuestro aniversario, estamos ofreciendo descuentos especiales en servicios seleccionados. Esta promoción estará disponible hasta el domingo. Consulta nuestras condiciones en la web o contacta al equipo comercial.","positivo","media","comercial"
"Demora en el cambio de titularidad del servicio","Buenas tardes, solicité el cambio de titularidad de mi contrato hace más de una semana y aún no se ha procesado. Entiendo que estos trámites llevan tiempo, pero agradecería información sobre el estado actual del mismo.","neutro","media","queja"
"Agradecimiento por atención al cliente","Quiero felicitar al equipo de atención al cliente por la paciencia y claridad al resolver mis dudas sobre el nuevo sistema de facturación. El trato fue profesional y resolvieron todo sin demoras excesivas.","positivo","media","otro"
"Consulta sobre facturación de productos recurrentes","Buenas, necesito confirmar si los productos adquiridos bajo suscripción se facturan automáticamente cada mes y si puedo modificar la frecuencia de entrega. Agradezco cualquier detalle adicional.","neutro","media","solicitud"
"Problema con la actualización del software","He intentado actualizar el software a la última versión, pero el proceso se detiene a mitad de camino y no puedo continuar. ¿Podrían indicarme cómo solucionarlo? Es urgente para mi trabajo diario.","negativo","media","queja"
"Solicitud de información sobre nuevas funcionalidades","Hola, he oído que están por lanzar nuevas funcionalidades en su plataforma. ¿Podrían proporcionarme más detalles sobre esto? Me gustaría saber cómo podrían beneficiarme.","neutro","media","solicitud"
"Consulta sobre condiciones de pago","Buenos días, quisiera saber si ofrecen facilidades de pago para empresas que contratan servicios anuales. Me interesa conocer las opciones disponibles y si hay algún descuento por pago anticipado.","neutro","media","solicitud"
"Solicitud de actualización de datos de contacto","Por favor, necesito actualizar mis datos de contacto en su base de datos. Mi número de teléfono ha cambiado y también mi dirección de correo electrónico. Agradezco que me confirmen cuando se haya realizado el cambio.","neutro","baja","solicitud"
"Problemas de acceso a la plataforma","Desde ayer no puedo acceder a la plataforma. Me sale un mensaje de error al intentar iniciar sesión. Esto me está causando retrasos en mi trabajo y necesito que se solucione lo antes posible.","negativo","media","queja"
"Consulta general sobre condiciones de compra","Hola, quisiera saber si tienen políticas especiales para compras pequeñas o si el pedido mínimo es obligatorio. No es urgente, pero agradecería la información cuando puedan.","neutro","baja","solicitud"
"Agradecimiento por envío correcto","He recibido el pedido completo y correctamente embalado. Gracias por la atención. No tengo ninguna incidencia, solo quería dejar constancia.","positivo","baja","otro"
"Duda puntual sobre un cobro menor","Buenas tardes, me aparece un cargo pequeño de 2,50 € que no logro identificar en la factura. No es urgente, pero si pudieran aclararlo se lo agradecería.","neutro","baja","queja"
"Demora moderada en entrega","Buenas tardes, hice un pedido hace una semana y aún no ha sido entregado. Entiendo que puede haber demoras logísticas, pero agradecería una actualización del estado para organizarme.","neutro","media","queja"
"Recomendación general tras uso del servicio","Después de usar su plataforma durante un mes, quería darles algunas recomendaciones para mejorar la experiencia. En general estoy conforme, pero hay detalles que pueden afinarse.","positivo","media","otro"
"Felicitación sin urgencia","Buenas, solo quería agradecerles por la atención brindada. Todo ha ido bien y no tengo quejas. Les deseo buen día.","positivo","baja","otro"
"Comentario informal sobre la app","He probado su aplicación móvil y funciona correctamente. Solo sugeriría mejorar el diseño de la sección de usuario, pero nada grave.","positivo","baja","comercial"
"Felicitación al equipo de soporte","Solo quería felicitar al equipo de soporte técnico por su excelente trato en todo momento. No tengo ninguna duda ni reclamo, simplemente agradecer.","positivo","media","otro"
"Comentario general sobre la web","He notado que su página web ha mejorado en velocidad, lo cual se agradece. No necesito nada, solo quería comentarlo.","neutro","baja","otro"
"Sugerencia para nuevos productos","Sería genial que consideraran vender accesorios ecológicos. Es solo una idea, no es un pedido formal ni urgente.","positivo","baja","otro"
"Requerimiento urgente de factura proforma","Necesito con urgencia una factura proforma para cerrar la compra hoy mismo. Por favor, envíenla cuanto antes.","negativo","alta","solicitud"
"Opinión sobre el nuevo diseño de facturas","Hola, quería comentarles que el nuevo formato de factura me parece más moderno y fácil de leer. No se trata de una solicitud, solo una observación personal.","positivo","baja","otro"
"Agradecimiento informal sin solicitud","Quería dar las gracias por la atención recibida en la última llamada. Todo está resuelto y no necesito ninguna acción adicional.","positivo","baja","otro"
"Consulta informativa sin acción requerida","Estoy revisando las condiciones generales de su servicio y quería confirmar que no hay permanencia. No necesito respuesta urgente, solo confirmar cuando puedan.","neutro","baja","otro"
"Solicitud de información sobre métodos de pago","Buenas tardes, quisiera saber qué métodos de pago aceptan para pedidos mayores a 500€. ¿Podrían indicarme las opciones disponibles?","neutro","media","solicitud"
"Petición de activación de garantía extendida","Hola, necesito activar la garantía extendida del producto adquirido. ¿Cuál es el procedimiento a seguir?","neutro","media","solicitud"
"Reenvío de correo con datos de pedido","Reenvío este correo porque aún no he recibido confirmación del pedido. Por favor, indíquenme si fue procesado correctamente.","negativo","media","solicitud"
"Consulta sobre métodos de pago disponibles","Hola, estoy explorando opciones para hacer una compra más adelante y quería saber qué métodos de pago aceptan. No tengo prisa, es solo para informarme.","neutro","baja","solicitud"
"Opinión sobre experiencia de navegación","Probé su nueva web y me pareció bastante intuitiva. Solo quería compartirlo, no requiere respuesta. Gracias.","positivo","baja","otro"
"Felicitación por atención recibida","Recibí una excelente atención el mes pasado y quería reconocerlo. Sé que no es algo urgente, pero vale la pena mencionarlo.","positivo","baja","otro"
"Duda sobre compatibilidad técnica","Tengo una duda técnica sobre un producto que estoy evaluando, pero aún no voy a comprarlo. Cuando puedan, agradecería algo de orientación.","neutro","baja","solicitud"
"Pequeña confusión con mi perfil","He visto que hay un pequeño error en mi nombre en el perfil. No afecta al uso, pero si pueden corregirlo sería genial.","neutro","baja","solicitud"
"Interés general en próximos lanzamientos","Me interesa estar al tanto de sus próximos productos, pero no tengo intención de comprar aún. ¿Tienen algún boletín?","positivo","baja","comercial"
"Fallo crítico al iniciar sesión en la plataforma","Llevo más de 12 horas sin poder acceder a mi cuenta, lo cual está afectando directamente mi trabajo. Necesito una solución inmediata, por favor.","negativo","alta","queja"
"Entrega urgente no recibida","Contraté envío exprés para hoy antes de las 14h y aún no llega. Esto es inaceptable, necesito que me contacten ya con una solución.","negativo","alta","queja"
"Error al emitir certificado digital","Estoy intentando emitir un certificado que necesito presentar hoy mismo, pero el sistema da error constante. Por favor, resuélvanlo urgentemente.","negativo","alta","solicitud"
"Reclamo por devolución aún no procesada","Han pasado más de 15 días desde que se aprobó mi devolución y todavía no he recibido el dinero. Ya es demasiado tiempo, exijo una solución inmediata.","negativo","alta","queja"
"Datos personales expuestos por error","He recibido un correo con información de otro cliente. Esto es una violación de privacidad muy grave. Necesito una explicación y medidas urgentes.","negativo","alta","queja"
"Acceso bloqueado tras pago confirmado","Acabo de pagar por el servicio premium y aún así no puedo acceder. Esto me está afectando en una reunión importante. Arreglen esto ya.","negativo","alta","solicitud"
"Suspensión inesperada del servicio","Mi servicio fue suspendido sin previo aviso y necesito usarlo ahora mismo. No he recibido ningún mensaje ni explicación. Es urgente que lo reactiven.","negativo","alta","queja"
"Solicitud de baja inmediata del servicio","Por favor, solicito la cancelación total e inmediata de mi cuenta. No deseo que se renueve ni que se me facture nada más. Espero confirmación hoy mismo.","negativo","alta","solicitud"
"Problema grave con la plataforma de pagos","La plataforma de pagos está caída desde hace horas y no puedo procesar mis ventas. Esto me está causando pérdidas significativas. Necesito que lo solucionen de inmediato.","negativo","alta","queja"
"Consulta sobre cobertura de garantía","¿Me podrían confirmar si el producto aún está cubierto por garantía? No es urgente, pero agradecería una respuesta esta semana.","neutro","media","solicitud"
"Duda sobre métodos de pago disponibles","Quisiera saber si aceptan PayPal o solo tarjeta. No tengo prisa, pero agradecería confirmación.","neutro","media","solicitud"
"Solicitud de cambio de dirección de envío","Aún no han enviado el pedido, ¿podrían cambiar la dirección de entrega? Gracias de antemano.","neutro","media","solicitud"
"Estado del reembolso pendiente","Hace unos días se aprobó mi devolución. Solo quería saber si ya está en trámite el reembolso.","neutro","media","queja"
"Consulta sobre políticas de devolución","Estoy considerando devolver un producto y quiero saber si hay algún coste o condición adicional.","neutro","media","solicitud"
"Modificación de datos de facturación","¿Sería posible modificar el NIF en la factura antes de que la emitan? No es urgente.","neutro","media","solicitud"
"Dificultad puntual con el botón de pago","El botón de pago no responde en la web. ¿Hay algún fallo temporal? Puedo intentar más tarde.","neutro","media","queja"
"Confirmación de tiempos de envío","He realizado una compra esta mañana. ¿Podrían indicarme cuándo saldrá el pedido aproximadamente?","neutro","media","solicitud"
"Consulta sobre compatibilidad de producto","Antes de comprar, quiero saber si este accesorio funciona con mi modelo. Agradezco la información.","neutro","media","solicitud"
"Mensaje con errores de stock","Me llegó una alerta diciendo que mi producto está agotado, pero ya lo compré. ¿Pueden confirmar que se envía?","neutro","media","solicitud"
"Consulta sobre productos recomendados","Hola, me gustaría saber qué productos recomiendan para un usuario principiante. No tengo prisa por la respuesta, solo quiero comparar opciones.","neutro","baja","solicitud"
"Agradecimiento por entrega completa","Todo perfecto con mi pedido. Llegó todo completo y a tiempo. Gracias.","positivo","baja","otro"
"Opinión general tras primera compra","He realizado mi primera compra y la experiencia fue bastante buena. No tengo ninguna queja por ahora.","positivo","baja","otro"
"Consulta informal sobre próximos lanzamientos","¿Tienen pensado lanzar nuevos modelos este año? Me interesa estar informado, pero no hay prisa.","neutro","baja","solicitud"
"Sugerencia menor sobre diseño del sitio","Me gusta su página web, aunque creo que el botón de búsqueda podría ser más visible. Solo una idea.","neutro","baja","otro"
"Consulta sobre cambio de plan contratado","Hola, me interesa saber si puedo cambiar de plan a uno superior sin perder los beneficios actuales. Gracias.","neutro","media","solicitud"
"Demora leve en actualización de estado","He notado que mi pedido aún aparece como pendiente de envío tras 3 días. Agradezco que puedan revisar el estado.","neutro","media","queja"
"Petición de confirmación de cita futura","He reservado una cita para la próxima semana y quisiera confirmar que todo está registrado correctamente.","neutro","media","solicitud"
"Consulta técnica sobre integración","Hola, estamos considerando integrar su servicio y quisiéramos saber si es compatible con nuestra plataforma actual. Agradezco su respuesta.","neutro","media","solicitud"
"Solicitud de modificación de pedido","Buenas, acabo de realizar un pedido y me gustaría cambiar un producto antes de que sea enviado. ¿Es posible?","neutro","media","solicitud"